NaN,NaN,1,2,NaN,56
NaN,2,NaN,NaN,1,70
NaN,2,NaN,1,NaN,114
NaN,2,1,NaN,NaN,89
NaN,1,NaN,NaN,2,80
NaN,1,NaN,2,NaN,87
NaN,1,2,NaN,NaN,51
2,NaN,NaN,NaN,1,117
2,NaN,NaN,1,NaN,104
2,NaN,1,NaN,NaN,547
2,1,NaN,NaN,NaN,72
1,NaN,NaN,NaN,2,72
1,NaN,NaN,2,NaN,74
1,NaN,2,NaN,NaN,302
1,2,NaN,NaN,NaN,83
3,NaN,NaN,2,1,75
3,NaN,2,NaN,1,32
3,2,NaN,NaN,1,41
2,NaN,NaN,3,1,62
2,NaN,3,NaN,1,37
2,3,NaN,NaN,1,35
NaN,3,2,NaN,1,15
NaN,2,3,NaN,1,14
NaN,3,NaN,2,1,59
NaN,2,NaN,3,1,50
NaN,NaN,3,2,1,20
NaN,NaN,2,3,1,17
3,NaN,NaN,1,2,90
3,NaN,2,1,NaN,13
3,2,NaN,1,NaN,51
2,NaN,NaN,1,3,46
2,NaN,3,1,NaN,15
2,3,NaN,1,NaN,28
NaN,3,NaN,1,2,62
NaN,3,2,1,NaN,18
NaN,2,3,1,NaN,21
NaN,2,NaN,1,3,54
NaN,NaN,3,1,2,46
NaN,NaN,2,1,3,16
NaN,2,1,3,NaN,17
NaN,3,1,2,NaN,26
NaN,3,1,NaN,2,16
3,NaN,1,NaN,2,47
3,2,1,NaN,NaN,57
3,NaN,1,2,NaN,15
2,NaN,1,3,NaN,39
2,3,1,NaN,NaN,83
2,NaN,1,NaN,3,74
NaN,NaN,1,3,2,19
NaN,NaN,1,2,3,15
NaN,2,1,NaN,3,16
NaN,1,3,NaN,2,15
NaN,1,NaN,3,2,45
NaN,1,3,2,NaN,17
NaN,1,2,NaN,3,8
3,1,NaN,NaN,2,38
3,1,NaN,2,NaN,45
3,1,2,NaN,NaN,32
2,1,NaN,NaN,3,17
2,1,NaN,3,NaN,31
NaN,1,NaN,2,3,55
NaN,1,2,3,NaN,9
2,1,3,NaN,NaN,31
1,NaN,NaN,3,2,35
1,NaN,2,NaN,3,49
1,NaN,3,NaN,2,41
1,NaN,3,2,NaN,21
1,3,NaN,NaN,2,31
1,3,NaN,2,NaN,22
1,3,2,NaN,NaN,79
1,NaN,NaN,2,3,44
1,NaN,2,3,NaN,30
1,2,NaN,NaN,3,26
1,2,NaN,3,NaN,19
1,2,3,NaN,NaN,27
